,OWNER_MEANING,SPGRP_NAME,REMCLASSCD_MEANING,SOURCECD_MEANING,PRODCD_MEANING,MCFVOL,RPA_STD_AMOUNT,RPA_STD_AMOUNT_UOM_MEANING,SAWREMVOL,GREEN_TONS
1417,Private,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,614.3767374,7978.918668,Thousand cubic feet (M cu. ft.),,21543.0804
1418,Private,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,Miscellaneous,0.474177279,0.474177279,Thousand cubic feet (M cu. ft.),,16.59620475
1419,Private,Longleaf-Slash pine,Roundwood product,Nongrowing-stock,"Poles, Posts, Pilings",3.378571162,3.378571162,Thousand cubic feet (M cu. ft.),,101.3508972
1420,Private,Longleaf-Slash pine,Logging residues,Sawtimber growing stock,Not Used,525.9019022,525.9019022,Thousand cubic feet (M cu. ft.),9239.502092,18406.56658
1421,Private,Longleaf-Slash pine,Logging residues,Poletimber growing stock,Not Used,350.731114,350.731114,Thousand cubic feet (M cu. ft.),9239.502092,12275.58899
1422,Private,Longleaf-Slash pine,Logging residues,Nongrowing-stock,Not Used,1824.36239,1824.36239,Thousand cubic feet (M cu. ft.),9239.502092,63852.68364
1423,Private,Longleaf-Slash pine,Other removals,Sawtimber growing stock,Not Used,83.40478429,83.40478429,Thousand cubic feet (M cu. ft.),428.3611416,2919.16745
1424,Private,Longleaf-Slash pine,Other removals,Poletimber growing stock,Not Used,55.62378228,55.62378228,Thousand cubic feet (M cu. ft.),428.3611416,1946.83238
1425,Private,Longleaf-Slash pine,Other removals,Nongrowing-stock,Not Used,289.3325751,289.3325751,Thousand cubic feet (M cu. ft.),428.3611416,10126.64013
1426,Private,White pine,Roundwood product,Sawtimber growing stock,Saw logs,3.609864122,21.44881278,Thousand board feet (MBF) - International 1/4-inch rule,,125.3882704
1427,Private,White pine,Roundwood product,Sawtimber growing stock,Veneer logs,2.266087692,13.40910316,Thousand board feet (MBF) - International 1/4-inch rule,,78.34268523
1428,Private,White pine,Roundwood product,Sawtimber growing stock,Pulpwood,2.497815822,33.1281689,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,89.44605602
1429,Private,White pine,Roundwood product,Sawtimber growing stock,Composite panel,0.445330463,5.732422267,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,15.47754012
1430,Private,White pine,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,0.339098171,4.403872356,Thousand cubic feet (M cu. ft.),,11.89045536
1431,Private,White pine,Roundwood product,Sawtimber growing stock,Miscellaneous,0.031751733,0.031751733,Thousand cubic feet (M cu. ft.),,1.111310659
1432,Private,White pine,Roundwood product,Sawtimber growing stock,"Poles, Posts, Pilings",0.465925309,0.465925309,Thousand cubic feet (M cu. ft.),,13.97775926
1433,Private,White pine,Roundwood product,Poletimber growing stock,Saw logs,0.047340874,0.28128636,Thousand board feet (MBF) - International 1/4-inch rule,,1.644380532
1434,Private,White pine,Roundwood product,Poletimber growing stock,Veneer logs,0.011707443,0.069276364,Thousand board feet (MBF) - International 1/4-inch rule,,0.404747157
1435,Private,White pine,Roundwood product,Poletimber growing stock,Pulpwood,3.296051185,43.71504872,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,118.0306315
1436,Private,White pine,Roundwood product,Poletimber growing stock,Composite panel,1.830446381,23.56203421,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,63.61749236
1437,Private,White pine,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.282172862,3.664582626,Thousand cubic feet (M cu. ft.),,9.894373091
1438,Private,White pine,Roundwood product,Poletimber growing stock,Miscellaneous,0.036767095,0.036767095,Thousand cubic feet (M cu. ft.),,1.286848317
1439,Private,White pine,Roundwood product,Poletimber growing stock,"Poles, Posts, Pilings",0.539520786,0.539520786,Thousand cubic feet (M cu. ft.),,16.18562357
1440,Private,White pine,Roundwood product,Nongrowing-stock,Saw logs,0.090565943,0.538117747,Thousand board feet (MBF) - International 1/4-inch rule,,3.145798986
1441,Private,White pine,Roundwood product,Nongrowing-stock,Veneer logs,0.046552077,0.275462244,Thousand board feet (MBF) - International 1/4-inch rule,,1.609388158
1442,Private,White pine,Roundwood product,Nongrowing-stock,Pulpwood,0.509698797,6.760061202,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,18.25216524
1443,Private,White pine,Roundwood product,Nongrowing-stock,Composite panel,0.280004384,3.604297265,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,9.731602614
1444,Private,White pine,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,1.015822306,13.19249748,Thousand cubic feet (M cu. ft.),,35.61974319
1445,Private,White pine,Roundwood product,Nongrowing-stock,Miscellaneous,0.000833202,0.000833202,Thousand cubic feet (M cu. ft.),,0.029162087
1446,Private,White pine,Roundwood product,Nongrowing-stock,"Poles, Posts, Pilings",0.012226423,0.012226423,Thousand cubic feet (M cu. ft.),,0.366792692
1447,Private,White pine,Logging residues,Sawtimber growing stock,Not Used,3.035475864,3.035475864,Thousand cubic feet (M cu. ft.),15.58999184,106.2416552
1448,Private,White pine,Logging residues,Poletimber growing stock,Not Used,2.024400039,2.024400039,Thousand cubic feet (M cu. ft.),15.58999184,70.85400136
1449,Private,White pine,Logging residues,Nongrowing-stock,Not Used,10.53011594,10.53011594,Thousand cubic feet (M cu. ft.),15.58999184,368.5540578
1450,Private,Other pines,Roundwood product,Sawtimber growing stock,Saw logs,2622.206911,15582.33518,Thousand board feet (MBF) - International 1/4-inch rule,,91091.88618
1451,Private,Other pines,Roundwood product,Sawtimber growing stock,Veneer logs,1484.55779,8784.561676,Thousand board feet (MBF) - International 1/4-inch rule,,51323.80159
1452,Private,Other pines,Roundwood product,Sawtimber growing stock,Pulpwood,1689.81523,22412.33828,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,60513.31336
1453,Private,Other pines,Roundwood product,Sawtimber growing stock,Composite panel,294.9591177,3796.789412,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,10251.33141
1454,Private,Other pines,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,226.757067,2944.896975,Thousand cubic feet (M cu. ft.),,7951.221831
1455,Private,Other pines,Roundwood product,Sawtimber growing stock,Miscellaneous,21.13717459,21.13717459,Thousand cubic feet (M cu. ft.),,739.8011108
1456,Private,Other pines,Roundwood product,Sawtimber growing stock,"Poles, Posts, Pilings",306.6215084,306.6215084,Thousand cubic feet (M cu. ft.),,9198.639291
1457,Private,Other pines,Roundwood product,Poletimber growing stock,Saw logs,34.38843188,204.3515596,Thousand board feet (MBF) - International 1/4-inch rule,,1194.607149
1458,Private,Other pines,Roundwood product,Poletimber growing stock,Veneer logs,7.669772151,45.38428006,Thousand board feet (MBF) - International 1/4-inch rule,,265.1576563
1459,Private,Other pines,Roundwood product,Poletimber growing stock,Pulpwood,2229.835139,29574.72424,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,79851.75546
1460,Private,Other pines,Roundwood product,Poletimber growing stock,Composite panel,1212.373495,15605.98257,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,42136.15295
1461,Private,Other pines,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,188.6907569,2450.529311,Thousand cubic feet (M cu. ft.),,6616.429139
1462,Private,Other pines,Roundwood product,Poletimber growing stock,Miscellaneous,24.4759081,24.4759081,Thousand cubic feet (M cu. ft.),,856.6567835
1463,Private,Other pines,Roundwood product,Poletimber growing stock,"Poles, Posts, Pilings",355.0633102,355.0633102,Thousand cubic feet (M cu. ft.),,10651.89234
1464,Private,Other pines,Roundwood product,Nongrowing-stock,Saw logs,65.78714114,390.9368401,Thousand board feet (MBF) - International 1/4-inch rule,,2285.355419
1465,Private,Other pines,Roundwood product,Nongrowing-stock,Veneer logs,30.49716409,180.4606198,Thousand board feet (MBF) - International 1/4-inch rule,,1054.341171
1466,Private,Other pines,Roundwood product,Nongrowing-stock,Pulpwood,344.819975,4573.412401,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,12348.21348
1467,Private,Other pines,Roundwood product,Nongrowing-stock,Composite panel,185.4574369,2387.255693,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,6445.590371
1468,Private,Other pines,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,679.286726,8821.905533,Thousand cubic feet (M cu. ft.),,23819.14494
1469,Private,Other pines,Roundwood product,Nongrowing-stock,Miscellaneous,0.554664093,0.554664093,Thousand cubic feet (M cu. ft.),,19.41324325
1470,Private,Other pines,Roundwood product,Nongrowing-stock,"Poles, Posts, Pilings",8.039225133,8.039225133,Thousand cubic feet (M cu. ft.),,241.1766444
1471,Private,Other pines,Logging residues,Sawtimber growing stock,Not Used,279.80259,279.80259,Thousand cubic feet (M cu. ft.),9810.877516,9793.090651
1472,Private,Other pines,Logging residues,Poletimber growing stock,Not Used,186.6041436,186.6041436,Thousand cubic feet (M cu. ft.),9810.877516,6531.145027
1473,Private,Other pines,Logging residues,Nongrowing-stock,Not Used,970.6398088,970.6398088,Thousand cubic feet (M cu. ft.),9810.877516,33972.39331
1474,Private,Other pines,Other removals,Sawtimber growing stock,Not Used,158.3137399,158.3137399,Thousand cubic feet (M cu. ft.),813.0883011,5540.980897
1475,Private,Other pines,Other removals,Poletimber growing stock,Not Used,105.5815811,105.5815811,Thousand cubic feet (M cu. ft.),813.0883011,3695.35534
1476,Private,Other pines,Other removals,Nongrowing-stock,Not Used,549.1929801,549.1929801,Thousand cubic feet (M cu. ft.),813.0883011,19221.7543
1477,Private,Ash,Roundwood product,Sawtimber growing stock,Saw logs,703.9839466,4193.901691,Thousand board feet (MBF) - International 1/4-inch rule,,26329.31482
1478,Private,Ash,Roundwood product,Sawtimber growing stock,Veneer logs,0.890792639,5.464985517,Thousand board feet (MBF) - International 1/4-inch rule,,34.30917907
1479,Private,Ash,Roundwood product,Sawtimber growing stock,Pulpwood,1074.485217,15147.25749,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,42412.32097
1480,Private,Ash,Roundwood product,Sawtimber growing stock,Composite panel,1.502172155,19.61060255,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,54.90968714
1481,Private,Ash,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,467.0241973,6185.750957,Thousand cubic feet (M cu. ft.),,17320.10268
1482,Private,Ash,Roundwood product,Sawtimber growing stock,Miscellaneous,22.32960322,22.32960322,Thousand cubic feet (M cu. ft.),,837.3601209
1483,Private,Ash,Roundwood product,Poletimber growing stock,Saw logs,22.74901563,135.5245891,Thousand board feet (MBF) - International 1/4-inch rule,,850.8233706
1484,Private,Ash,Roundwood product,Poletimber growing stock,Veneer logs,6.47819128,39.74350478,Thousand board feet (MBF) - International 1/4-inch rule,,249.509723
1485,Private,Ash,Roundwood product,Poletimber growing stock,Pulpwood,1172.382262,16527.33394,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,46276.53502
1486,Private,Ash,Roundwood product,Poletimber growing stock,Composite panel,0.342390793,4.469853697,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,12.51559035
1487,Private,Ash,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,45.96430984,608.7988058,Thousand cubic feet (M cu. ft.),,1704.636656
1488,Private,Ash,Roundwood product,Poletimber growing stock,Miscellaneous,3.365568424,3.365568424,Thousand cubic feet (M cu. ft.),,126.2088159
1489,Private,Ash,Roundwood product,Nongrowing-stock,Saw logs,8.648059167,51.51979692,Thousand board feet (MBF) - International 1/4-inch rule,,323.4412851
1490,Private,Ash,Roundwood product,Nongrowing-stock,Veneer logs,0.003477531,0.021334547,Thousand board feet (MBF) - International 1/4-inch rule,,0.133938283
1491,Private,Ash,Roundwood product,Nongrowing-stock,Pulpwood,135.4133485,1908.952142,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,5345.065998
1492,Private,Ash,Roundwood product,Nongrowing-stock,Composite panel,0.051681869,0.674698032,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1.889154491
1493,Private,Ash,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,51.28756389,679.305482,Thousand cubic feet (M cu. ft.),,1902.05535
1494,Private,Ash,Roundwood product,Nongrowing-stock,Miscellaneous,0.553066759,0.553066759,Thousand cubic feet (M cu. ft.),,20.74000345
1495,Private,Ash,Logging residues,Sawtimber growing stock,Not Used,348.4367851,348.4367851,Thousand cubic feet (M cu. ft.),9142.204187,13066.37944
1496,Private,Ash,Logging residues,Poletimber growing stock,Not Used,484.1765024,484.1765024,Thousand cubic feet (M cu. ft.),9142.204187,18156.61884
1497,Private,Ash,Logging residues,Nongrowing-stock,Not Used,1408.674498,1408.674498,Thousand cubic feet (M cu. ft.),9142.204187,52825.29368
1498,Private,Ash,Other removals,Sawtimber growing stock,Not Used,13.11329686,13.11329686,Thousand cubic feet (M cu. ft.),84.35008394,491.7486321
1499,Private,Ash,Other removals,Poletimber growing stock,Not Used,18.22181376,18.22181376,Thousand cubic feet (M cu. ft.),84.35008394,683.3180162
1500,Private,Ash,Other removals,Nongrowing-stock,Not Used,53.01497332,53.01497332,Thousand cubic feet (M cu. ft.),84.35008394,1988.0615
1501,Private,Beech,Roundwood product,Sawtimber growing stock,Saw logs,27.49130035,166.8462984,Thousand board feet (MBF) - International 1/4-inch rule,,1047.461062
1502,Private,Beech,Roundwood product,Sawtimber growing stock,Veneer logs,0.002909435,0.017849292,Thousand board feet (MBF) - International 1/4-inch rule,,0.112057852
1503,Private,Beech,Roundwood product,Sawtimber growing stock,Pulpwood,15.70494799,213.3235416,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,597.3059164
1504,Private,Beech,Roundwood product,Sawtimber growing stock,Composite panel,0.271370164,3.542691437,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,9.919536024
1505,Private,Beech,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,11.34846287,150.3107665,Thousand cubic feet (M cu. ft.),,420.8701463
1506,Private,Beech,Roundwood product,Sawtimber growing stock,Miscellaneous,3.864632722,3.864632722,Thousand cubic feet (M cu. ft.),,144.9237271
1507,Private,Beech,Roundwood product,Poletimber growing stock,Saw logs,0.888372561,5.391584665,Thousand board feet (MBF) - International 1/4-inch rule,,33.84836853
1508,Private,Beech,Roundwood product,Poletimber growing stock,Veneer logs,0.021158542,0.129807005,Thousand board feet (MBF) - International 1/4-inch rule,,0.814928378
1509,Private,Beech,Roundwood product,Poletimber growing stock,Pulpwood,17.13583597,232.7595877,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,651.7268456
1510,Private,Beech,Roundwood product,Poletimber growing stock,Composite panel,0.061853527,0.807487296,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,2.260964428
1511,Private,Beech,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,1.116910573,14.79351752,Thousand cubic feet (M cu. ft.),,41.42184905
1512,Private,Beech,Roundwood product,Poletimber growing stock,Miscellaneous,0.582486206,0.582486206,Thousand cubic feet (M cu. ft.),,21.84323272
1513,Private,Beech,Roundwood product,Nongrowing-stock,Saw logs,0.337715644,2.049615858,Thousand board feet (MBF) - International 1/4-inch rule,,12.86748835
1514,Private,Beech,Roundwood product,Nongrowing-stock,Veneer logs,1.14E-05,6.97E-05,Thousand board feet (MBF) - International 1/4-inch rule,,0.000437458
1515,Private,Beech,Roundwood product,Nongrowing-stock,Pulpwood,1.979235787,26.88436715,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,75.27622802
1516,Private,Beech,Roundwood product,Nongrowing-stock,Composite panel,0.009336425,0.121885441,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.341279235
1517,Private,Beech,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,1.24626308,16.50679577,Thousand cubic feet (M cu. ft.),,46.21902814
1518,Private,Beech,Roundwood product,Nongrowing-stock,Miscellaneous,0.09572046,0.09572046,Thousand cubic feet (M cu. ft.),,3.589517252
1519,Private,Beech,Logging residues,Sawtimber growing stock,Not Used,7.911193344,7.911193344,Thousand cubic feet (M cu. ft.),224.311546,296.6697504
1520,Private,Beech,Logging residues,Poletimber growing stock,Not Used,10.99313875,10.99313875,Thousand cubic feet (M cu. ft.),224.311546,412.242703
1521,Private,Beech,Logging residues,Nongrowing-stock,Not Used,31.9836963,31.9836963,Thousand cubic feet (M cu. ft.),224.311546,1199.388611
1522,Private,Yellow birch,Roundwood product,Sawtimber growing stock,Saw logs,4.096248398,24.89128409,Thousand board feet (MBF) - International 1/4-inch rule,,156.2674815
1523,Private,Yellow birch,Roundwood product,Sawtimber growing stock,Veneer logs,0.000243845,0.001495983,Thousand board feet (MBF) - International 1/4-inch rule,,0.009391778
1524,Private,Yellow birch,Roundwood product,Sawtimber growing stock,Pulpwood,2.095721415,28.25713899,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,79.11998917
1525,Private,Yellow birch,Roundwood product,Sawtimber growing stock,Composite panel,0.042443589,0.554093846,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1.55146277
1526,Private,Yellow birch,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,1.627998736,21.56289717,Thousand cubic feet (M cu. ft.),,60.37611208
1527,Private,Yellow birch,Roundwood product,Sawtimber growing stock,Miscellaneous,0.604167373,0.604167373,Thousand cubic feet (M cu. ft.),,22.6562765
1528,Private,Yellow birch,Roundwood product,Poletimber growing stock,Saw logs,0.132368954,0.804353869,Thousand board feet (MBF) - International 1/4-inch rule,,5.049733587
1529,Private,Yellow birch,Roundwood product,Poletimber growing stock,Veneer logs,0.001773337,0.010879368,Thousand board feet (MBF) - International 1/4-inch rule,,0.068300672
1530,Private,Yellow birch,Roundwood product,Poletimber growing stock,Pulpwood,2.286663952,30.83166524,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,86.32866266
1531,Private,Yellow birch,Roundwood product,Poletimber growing stock,Composite panel,0.009674187,0.126294866,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.353625626
1532,Private,Yellow birch,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,0.160226898,2.122210567,Thousand cubic feet (M cu. ft.),,5.942189588
1533,Private,Yellow birch,Roundwood product,Poletimber growing stock,Miscellaneous,0.091061476,0.091061476,Thousand cubic feet (M cu. ft.),,3.41480536
1534,Private,Yellow birch,Roundwood product,Nongrowing-stock,Saw logs,0.050320179,0.305775861,Thousand board feet (MBF) - International 1/4-inch rule,,1.919660857
1535,Private,Yellow birch,Roundwood product,Nongrowing-stock,Veneer logs,9.52E-07,5.84E-06,Thousand board feet (MBF) - International 1/4-inch rule,,3.67E-05
1536,Private,Yellow birch,Roundwood product,Nongrowing-stock,Pulpwood,0.264115922,3.561141417,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,9.971195968
1537,Private,Yellow birch,Roundwood product,Nongrowing-stock,Composite panel,0.001460261,0.019063465,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,0.053377701
1538,Private,Yellow birch,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,0.178783219,2.367989652,Thousand cubic feet (M cu. ft.),,6.630371026
1539,Private,Yellow birch,Roundwood product,Nongrowing-stock,Miscellaneous,0.014964211,0.014964211,Thousand cubic feet (M cu. ft.),,0.561157907
1540,Private,Other birch,Roundwood product,Sawtimber growing stock,Saw logs,49.42146355,296.5388369,Thousand board feet (MBF) - International 1/4-inch rule,,1861.670818
1541,Private,Other birch,Roundwood product,Sawtimber growing stock,Veneer logs,0.289658772,1.777047683,Thousand board feet (MBF) - International 1/4-inch rule,,11.15630535
1542,Private,Other birch,Roundwood product,Sawtimber growing stock,Pulpwood,95.33417378,1333.463933,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,3733.699012
1543,Private,Other birch,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,40.23753024,532.9474204,Thousand cubic feet (M cu. ft.),,1492.252777
1544,Private,Other birch,Roundwood product,Sawtimber growing stock,Miscellaneous,0.20896299,0.20896299,Thousand cubic feet (M cu. ft.),,7.836112133
1545,Private,Other birch,Roundwood product,Poletimber growing stock,Saw logs,1.597038757,9.582557485,Thousand board feet (MBF) - International 1/4-inch rule,,60.15929589
1546,Private,Other birch,Roundwood product,Poletimber growing stock,Veneer logs,2.106511493,12.9233834,Thousand board feet (MBF) - International 1/4-inch rule,,81.13300096
1547,Private,Other birch,Roundwood product,Poletimber growing stock,Pulpwood,104.0201321,1454.956696,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,4073.878748
1548,Private,Other birch,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,3.96015949,52.45244358,Thousand cubic feet (M cu. ft.),,146.866842
1549,Private,Other birch,Roundwood product,Poletimber growing stock,Miscellaneous,0.031495376,0.031495376,Thousand cubic feet (M cu. ft.),,1.181076587
1550,Private,Other birch,Roundwood product,Nongrowing-stock,Saw logs,0.607115749,3.642818021,Thousand board feet (MBF) - International 1/4-inch rule,,22.86961154
1551,Private,Other birch,Roundwood product,Nongrowing-stock,Veneer logs,0.001130788,0.006937348,Thousand board feet (MBF) - International 1/4-inch rule,,0.043552671
1552,Private,Other birch,Roundwood product,Nongrowing-stock,Pulpwood,12.01460894,168.0514663,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,470.5441055
1553,Private,Other birch,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,4.418796531,58.52710637,Thousand cubic feet (M cu. ft.),,163.8758978
1554,Private,Other birch,Roundwood product,Nongrowing-stock,Miscellaneous,0.005175662,0.005175662,Thousand cubic feet (M cu. ft.),,0.194087333
1555,Private,Other birch,Logging residues,Sawtimber growing stock,Not Used,55.77623001,55.77623001,Thousand cubic feet (M cu. ft.),275.3974394,2091.608625
1556,Private,Other birch,Logging residues,Poletimber growing stock,Not Used,77.50484771,77.50484771,Thousand cubic feet (M cu. ft.),275.3974394,2906.431789
1557,Private,Other birch,Logging residues,Nongrowing-stock,Not Used,225.4944259,225.4944259,Thousand cubic feet (M cu. ft.),275.3974394,8456.040971
1558,Private,Black cherry,Roundwood product,Sawtimber growing stock,Saw logs,166.6745291,1006.507627,Thousand board feet (MBF) - International 1/4-inch rule,,6318.854884
1559,Private,Black cherry,Roundwood product,Sawtimber growing stock,Veneer logs,0.257085467,1.577211455,Thousand board feet (MBF) - International 1/4-inch rule,,9.901733515
1560,Private,Black cherry,Roundwood product,Sawtimber growing stock,Pulpwood,166.9301897,2313.894638,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,6478.904986
1561,Private,Black cherry,Roundwood product,Sawtimber growing stock,Composite panel,1.106143737,14.44051876,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,40.43345254
1562,Private,Black cherry,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,89.29478512,1182.712386,Thousand cubic feet (M cu. ft.),,3311.59468
1563,Private,Black cherry,Roundwood product,Sawtimber growing stock,Miscellaneous,15.93941382,15.93941382,Thousand cubic feet (M cu. ft.),,597.7280183
1564,Private,Black cherry,Roundwood product,Poletimber growing stock,Saw logs,5.386033993,32.52497142,Thousand board feet (MBF) - International 1/4-inch rule,,204.1917706
1565,Private,Black cherry,Roundwood product,Poletimber growing stock,Veneer logs,1.869625722,11.47009646,Thousand board feet (MBF) - International 1/4-inch rule,,72.00926555
1566,Private,Black cherry,Roundwood product,Poletimber growing stock,Pulpwood,182.1393074,2524.715078,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,7069.202218
1567,Private,Black cherry,Roundwood product,Poletimber growing stock,Composite panel,0.252123853,3.291434112,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,9.216015513
1568,Private,Black cherry,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,8.788352282,116.402017,Thousand cubic feet (M cu. ft.),,325.9256476
1569,Private,Black cherry,Roundwood product,Poletimber growing stock,Miscellaneous,2.402424589,2.402424589,Thousand cubic feet (M cu. ft.),,90.0909221
1570,Private,Black cherry,Roundwood product,Nongrowing-stock,Saw logs,2.047505765,12.36439773,Thousand board feet (MBF) - International 1/4-inch rule,,77.62368896
1571,Private,Black cherry,Roundwood product,Nongrowing-stock,Veneer logs,0.001003626,0.006157215,Thousand board feet (MBF) - International 1/4-inch rule,,0.038654996
1572,Private,Black cherry,Roundwood product,Nongrowing-stock,Pulpwood,21.03758673,291.6114768,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,816.5121349
1573,Private,Black cherry,Roundwood product,Nongrowing-stock,Composite panel,0.038056607,0.496822552,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,1.391103144
1574,Private,Black cherry,Roundwood product,Nongrowing-stock,Bioenergy/Fuelwood,9.806155706,129.882857,Thousand cubic feet (M cu. ft.),,363.6719997
1575,Private,Black cherry,Roundwood product,Nongrowing-stock,Miscellaneous,0.394792503,0.394792503,Thousand cubic feet (M cu. ft.),,14.80471885
1576,Private,Black cherry,Logging residues,Sawtimber growing stock,Not Used,96.15962284,96.15962284,Thousand cubic feet (M cu. ft.),1440.867613,3605.985857
1577,Private,Black cherry,Logging residues,Poletimber growing stock,Not Used,133.620306,133.620306,Thousand cubic feet (M cu. ft.),1440.867613,5010.761477
1578,Private,Black cherry,Logging residues,Nongrowing-stock,Not Used,388.7580595,388.7580595,Thousand cubic feet (M cu. ft.),1440.867613,14578.42723
1579,Private,Cottonwood,Roundwood product,Sawtimber growing stock,Saw logs,157.0880254,929.8611738,Thousand board feet (MBF) - International 1/4-inch rule,,5837.668449
1580,Private,Cottonwood,Roundwood product,Sawtimber growing stock,Veneer logs,0.183126807,1.123477345,Thousand board feet (MBF) - International 1/4-inch rule,,7.05319077
1581,Private,Cottonwood,Roundwood product,Sawtimber growing stock,Pulpwood,278.9891096,3950.208697,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,11060.58435
1582,Private,Cottonwood,Roundwood product,Sawtimber growing stock,Bioenergy/Fuelwood,113.8108619,1507.428634,Thousand cubic feet (M cu. ft.),,4220.800175
1583,Private,Cottonwood,Roundwood product,Sawtimber growing stock,Miscellaneous,0.227729038,0.227729038,Thousand cubic feet (M cu. ft.),,8.53983893
1584,Private,Cottonwood,Roundwood product,Poletimber growing stock,Saw logs,5.076249199,30.04816584,Thousand board feet (MBF) - International 1/4-inch rule,,188.6423852
1585,Private,Cottonwood,Roundwood product,Poletimber growing stock,Veneer logs,1.33176952,8.170365153,Thousand board feet (MBF) - International 1/4-inch rule,,51.29355243
1586,Private,Cottonwood,Roundwood product,Poletimber growing stock,Pulpwood,304.4079881,4310.114772,Cords - standard (78 cubic feet solid wood; 128 cubic feet with bark and air),,12068.32136
1587,Private,Cottonwood,Roundwood product,Poletimber growing stock,Bioenergy/Fuelwood,11.20121345,148.360443,Thousand cubic feet (M cu. ft.),,415.4092404
1588,Private,Cottonwood,Roundwood product,Poletimber growing stock,Miscellaneous,0.034323837,0.034323837,Thousand cubic feet (M cu. ft.),,1.287143885
1589,Private,Cottonwood,Roundwood product,Nongrowing-stock,Saw logs,1.929740791,11.42283782,Thousand board feet (MBF) - International 1/4-inch rule,,71.71257582
1590,Private,Cottonwood,Roundwood product,Nongrowing-stock,Veneer logs,0.000714902,0.0043859,Thousand board feet (MBF) - International 1/4-inch rule,,0.02753468
